Service Code,Service Code Description,Is Current,2024/25 ICB Delegation Status,2025/26 ICB Delegation Status,2026/27 Delegation status,Grouping
NCBPS38Y,SPECIALIST HAEMOGLOBINOPATHIES TEAMS (SHTS),1,BLUE,BLUE,BLUE,ACUTE
NCBPS38S,SPECIALIST HAEMOGLOBINOPATHY SERVICES: SICKLE CELL ANAEMIA (ADULTS AND CHILDREN),1,AMBER,GREEN,GREEN,ACUTE
NCBPS38S_TOP,SPECIALIST HAEMOGLOBINOPATHY SERVICES: SICKLE CELL ANAEMIA (ADULTS AND CHILDREN) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS38T,SPECIALIST HAEMOGLOBINOPATHY SERVICES: THALASSEMIA (ADULTS AND CHILDREN),1,AMBER,GREEN,GREEN,ACUTE
NCBPS16X,SPECIALIST IMMUNOLOGY SERVICES FOR ADULTS WITH DEFICIENT IMMUNE SYSTEMS,1,AMBER,GREEN,GREEN,ACUTE
NCBPS16Y,SPECIALIST IMMUNOLOGY SERVICES FOR CHILDREN WITH DEFICIENT IMMUNE SYSTEMS,1,AMBER,GREEN,GREEN,ACUTE
NCBPS16Z,SPECIALIST IMMUNOLOGY SERVICES FOR PATIENTS WITH DEFICIENT IMMUNE SYSTEMS,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS04G,SPECIALIST MATERNITY CARE FOR ADULTS DIAGNOSED WITH ABNORMALLY INVASIVE PLACENTA,1,GREEN,GREEN,GREEN,ACUTE
NCBPS22D,SPECIALIST MENTAL HEALTH SERVICES FOR DEAF ADULTS,1,AMBER,RED,RED,MENTAL HEALTH
NCBPS36Z,SPECIALIST METABOLIC DISORDER SERVICES (ADULTS AND CHILDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPS35Z,SPECIALIST MORBID OBESITY SERVICES FOR CHILDREN,1,GREEN,GREEN,GREEN,ACUTE
NCBPS35Z_TOP,SPECIALIST MORBID OBESITY SERVICES FOR CHILDREN - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS23M,SPECIALIST NEUROSCIENCE SERVICES FOR CHILDREN,1,GREEN,GREEN,GREEN,ACUTE
NCBPS23M_TOP,SPECIALIST NEUROSCIENCE SERVICES FOR CHILDREN - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS37D,SPECIALIST OPHTHALMOLOGY RETINAL GENE THERAPY,1,RED,RED,RED,ACUTE
NCBPS23N,SPECIALIST OPHTHALMOLOGY SERVICES FOR CHILDREN,1,GREEN,GREEN,GREEN,ACUTE
NCBPS23N_TOP,SPECIALIST OPHTHALMOLOGY SERVICES FOR CHILDREN - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS23Q,SPECIALIST ORTHOPAEDIC SERVICES FOR CHILDREN,1,GREEN,GREEN,GREEN,ACUTE
NCBPS23Q_TOP,SPECIALIST ORTHOPAEDIC SERVICES FOR CHILDREN - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPSC23,SPECIALIST PAEDIATRIC LIVER DISEASE SERVICE,1,RED,RED,RED,ACUTE
NCBPS23X,SPECIALIST PAEDIATRIC SURGERY SERVICES,1,GREEN,GREEN,GREEN,ACUTE
NCBPS73X,SPECIALIST PAEDIATRIC SURGERY SERVICES - GYNAECOLOGY,1,GREEN,GREEN,GREEN,ACUTE
NCBPS73X_TOP,SPECIALIST PAEDIATRIC SURGERY SERVICES - GYNAECOLOGY - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS23X_TOP,SPECIALIST PAEDIATRIC SURGERY SERVICES - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS23Z,SPECIALIST PAEDIATRIC UROLOGY SERVICES,1,GREEN,GREEN,GREEN,ACUTE
NCBPS23Z_TOP,SPECIALIST PAEDIATRIC UROLOGY SERVICES - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS23Y,SPECIALIST PAIN MANAGEMENT SERVICES FOR CHILDREN,1,GREEN,GREEN,GREEN,ACUTE
NCBPSE23,SPECIALIST PALLIATIVE CARE SERVICES FOR CHILDREN AND YOUNG ADULTS,1,GREEN,GREEN,GREEN,ACUTE
NCBPS22P,SPECIALIST PERINATAL MENTAL HEALTH SERVICES (ADULTS AND ADOLESCENTS),1,AMBER,GREEN,GREEN,MENTAL HEALTH
NCBPS23R,SPECIALIST PLASTIC SURGERY SERVICES FOR CHILDREN,1,GREEN,GREEN,GREEN,ACUTE
NCBPS23R_TOP,SPECIALIST PLASTIC SURGERY SERVICES FOR CHILDREN - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS07Z,SPECIALIST REHABILITATION SERVICES FOR PATIENTS WITH HIGHLY COMPLEX NEEDS (ADULTS AND CHILDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPS23S,SPECIALIST RENAL SERVICES FOR CHILDREN,1,GREEN,GREEN,GREEN,ACUTE
NCBPS73D,SPECIALIST RENAL SERVICES FOR CHILDREN: RENAL DIALYSIS,1,RED,RED,RED,ACUTE
NCBPS29R,SPECIALIST RESPIRATORY SERVICES,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS23T,SPECIALIST RESPIRATORY SERVICES FOR CHILDREN,1,GREEN,GREEN,GREEN,ACUTE
NCBPS23T_TOP,SPECIALIST RESPIRATORY SERVICES FOR CHILDREN - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS23W,SPECIALIST RHEUMATOLOGY SERVICES FOR CHILDREN,1,GREEN,GREEN,GREEN,ACUTE
NCBPS18A,SPECIALIST SERVICES FOR ADULTS WITH INFECTIOUS DISEASES,1,GREEN,GREEN,GREEN,ACUTE
NCBPS18T,SPECIALIST SERVICES FOR ADULTS WITH INFECTIOUS DISEASES: TROPICAL DISEASES,1,AMBER,RED,RED,ACUTE
NCBPS18C,SPECIALIST SERVICES FOR CHILDREN WITH INFECTIOUS DISEASES,1,GREEN,GREEN,GREEN,ACUTE
NCBPS14C,SPECIALIST SERVICES FOR CHILDREN WITH INFECTIOUS DISEASES: HIV,1,RED,RED,RED,ACUTE
NCBPS19B,SPECIALIST SERVICES FOR COMPLEX BILIARY DISEASES IN ADULTS,1,GREEN,GREEN,GREEN,ACUTE
NCBPS19B_TOP,SPECIALIST SERVICES FOR COMPLEX BILIARY DISEASES IN ADULTS - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS19L,SPECIALIST SERVICES FOR COMPLEX LIVER DISEASES IN ADULTS,1,GREEN,GREEN,GREEN,ACUTE
NCBPS19L_TOP,SPECIALIST SERVICES FOR COMPLEX LIVER DISEASES IN ADULTS - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS19Z,"SPECIALIST SERVICES FOR COMPLEX LIVER, BILIARY AND PANCREATIC DISEASES IN ADULTS",1,GREEN,GREEN,GREEN,ACUTE
NCBPS19Z_TOP,"SPECIALIST SERVICES FOR COMPLEX LIVER, BILIARY AND PANCREATIC DISEASES IN ADULTS - TOP UP",1,BLUE,BLUE,BLUE,ACUTE
NCBPS19P,SPECIALIST SERVICES FOR COMPLEX PANCREATIC DISEASES IN ADULTS,1,GREEN,GREEN,GREEN,ACUTE
NCBPS19P_TOP,SPECIALIST SERVICES FOR COMPLEX PANCREATIC DISEASES IN ADULTS - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS03Z,SPECIALIST SERVICES FOR HAEMOPHILIA AND OTHER RELATED BLEEDING DISORDERS,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS03X,SPECIALIST SERVICES FOR HAEMOPHILIA AND OTHER RELATED BLEEDING DISORDERS (ADULTS),1,GREEN,GREEN,GREEN,ACUTE
NCBPS03X_TOP,SPECIALIST SERVICES FOR HAEMOPHILIA AND OTHER RELATED BLEEDING DISORDERS (ADULTS) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS03Y,SPECIALIST SERVICES FOR HAEMOPHILIA AND OTHER RELATED BLEEDING DISORDERS (CHILRDREN),1,GREEN,GREEN,GREEN,ACUTE
NCBPS03Y_TOP,SPECIALIST SERVICES FOR HAEMOPHILIA AND OTHER RELATED BLEEDING DISORDERS (CHILRDREN) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS14Z,SPECIALIST SERVICES FOR PATIENTS INFECTED WITH HIV,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS22T,SPECIALIST SERVICES FOR SEVERE PERSONALITY DISORDER IN ADULTS,1,AMBER,RED,RED,MENTAL HEALTH
NCBPS05W,SPECIALIST WHEELCHAIR SERVICE,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,ACUTE
NCBPS06M,SPINAL CORD INJURY NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPS06A,SPINAL CORD INJURY SERVICES (ADULTS AND CHILDREN),1,AMBER,RED,RED,ACUTE
NCBPS08M,SPINAL MUSCULAR ATROPHY: GENE THERAPY,1,RED,RED,RED,ACUTE
NCBPS06N,SPINAL SURGERY NETWORK,1,BLUE,BLUE,BLUE,ACUTE
NCBPSP23,STEM CELL TRANSPLANTATION SERVICE FOR JUVENILE IDIOPATHIC ARTHRITIS AND RELATED CONNECTIVE TISSUE DISORDERS (CHILDREN),1,RED,RED,RED,ACUTE
NCBPS01S,STEREOTACTIC RADIOSURGERY/RADIOTHERAPY,1,AMBER,GREEN,GREEN,ACUTE
NCBPS43S,STEVENS-JOHNSON SYNDROME AND TOXIC EPIDERMAL NECROLYSIS (SJS-TEN),1,RED,RED,RED,ACUTE
NCBPS20C,STICKLER SYNDROME SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS61Z,TESTICULAR CANCER SURGERY (ADULTS),1,GREEN,GREEN,GREEN,ACUTE
NCBPS61Z_TOP,TESTICULAR CANCER SURGERY (ADULTS) - TOP UP,1,BLUE,BLUE,BLUE,ACUTE
NCBPS38W,THALASSEMIA HAEMOGLOBINOPATHIES COORDINATING CENTRES (THCCS),1,BLUE,BLUE,BLUE,ACUTE
NCBPS03T,THROMBOTIC THROMBOCYTOPENIC PURPURA,1,RED,RED,RED,ACUTE
NCBPS23V,TIER 4 CHILDREN AND YOUNG PEOPLE'S MENTAL HEALTH SERVICE (ASD),1,AMBER,GREEN,GREEN,MENTAL HEALTH
NCBPS24E,TIER 4 CHILDREN AND YOUNG PEOPLE'S MENTAL HEALTH SERVICE (CHILDRENS SERVICES),1,AMBER,RED,RED,MENTAL HEALTH
NCBPS22B,TIER 4 CHILDREN AND YOUNG PEOPLE'S MENTAL HEALTH SERVICE (DEAF CHILD),1,RED,RED,RED,MENTAL HEALTH
NCBPS23K,TIER 4 CHILDREN AND YOUNG PEOPLE'S MENTAL HEALTH SERVICE (GENERAL ADOLESCENT INCLUDING EATING DISORDERS),1,AMBER,GREEN,GREEN,MENTAL HEALTH
NCBPS23U,TIER 4 CHILDREN AND YOUNG PEOPLE'S MENTAL HEALTH SERVICE (LD),1,AMBER,GREEN,GREEN,MENTAL HEALTH
NCBPS23L,TIER 4 CHILDREN AND YOUNG PEOPLE'S MENTAL HEALTH SERVICE (LOW SECURE),1,AMBER,GREEN,GREEN,MENTAL HEALTH
NCBPS22C,TIER 4 CHILDREN AND YOUNG PEOPLE'S MENTAL HEALTH SERVICE (MEDIUM SECURE),1,AMBER,RED,RED,MENTAL HEALTH
NCBPS23O,TIER 4 CHILDREN AND YOUNG PEOPLE'S MENTAL HEALTH SERVICE (PICU),1,AMBER,GREEN,GREEN,MENTAL HEALTH
NCBPS24C,TIER 4 SPECIALIST SECURE FORENSIC MENTAL HEALTH SERVICES FOR YOUNG PEOPLE,1,AMBER,GREEN,GREEN,MENTAL HEALTH
NCBPS19A,TOTAL PANCREATECTOMY WITH ISLET AUTOTRANSPLANT,1,RED,RED,RED,ACUTE
NCBPS08U,TRANSCRANIAL MAGNETIC RESONANCE GUIDED FOCUSED ULTRASOUND (TCMRGFUS),1,RED,RED,RED,ACUTE
NCBPS04U,UTERINE TRANSPLANTATION SERVICES (ADULTS),1,RED,RED,RED,ACUTE
NCBPSA23,VEIN OF GALEN MALFORMATION SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS22X,VETERANS’ INTEGRATED MENTAL HEALTH AND WELLBEING SERVICE,1,RED,RED,RED,MENTAL HEALTH
NCBPS22G,VETERANS’ MENTAL HEALTH COMPLEX TREATMENT SERVICE,0,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MENTAL HEALTH
NCBPS05V,VETERANS’ PROSTHETIC SERVICE,1,RED,RED,RED,ACUTE
NCBPSQ23,WOLFRAM SYNDROME SERVICE (ADULTS AND CHILDREN),1,RED,RED,RED,ACUTE
NCBPS22W,WOMEN'S SECURE PATHWAY TRANSFORMATION,1,BLUE,BLUE,BLUE,MENTAL HEALTH
